COUNTRY,Item,Year,Value
Egypt,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015,7
Georgia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015,7
Jordan,Prevalence of undernourishment (percent) (3-year average),2015,7
Panama,Prevalence of undernourishment (percent) (3-year average),2015,7
Cambodia,Prevalence of undernourishment (percent) (3-year average),2016,7
Ghana,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2017,7
Mauritius,Prevalence of undernourishment (percent) (3-year average),2017,7
Oman,Prevalence of undernourishment (percent) (3-year average),2017,7
Senegal,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017,7
Viet Nam,Prevalence of undernourishment (percent) (3-year average),2017,7
Indonesia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,7
Tajikistan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018,7
Thailand,Prevalence of undernourishment (percent) (3-year average),2018,7
Trinidad and Tobago,Prevalence of undernourishment (percent) (3-year average),2018,7
Egypt,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2019,7
Mauritania,Prevalence of undernourishment (percent) (3-year average),2019,7
Mongolia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,7
Jamaica,Prevalence of undernourishment (percent) (3-year average),2020,7
South Africa,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020,7
United States of America,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020,7
France,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,7
Ghana,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,7
Slovenia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,7
Algeria,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,7
Greece,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,7
Iceland,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,7
Kyrgyzstan,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,7
Peru,Prevalence of undernourishment (percent) (3-year average),2022,7
Republic of Korea,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,7
Cuba,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,7.1
Senegal,Percentage of children under 5 years affected by wasting (percent),2016,7.1
Cuba,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,7.1
Cuba,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,7.1
Pakistan,Percentage of children under 5 years affected by wasting (percent),2018,7.1
Brazil,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,7.1
Cuba,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,7.1
Fiji,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,7.1
Jordan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,7.1
Fiji,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2021,7.1
Fiji,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2022,7.1
Fiji,Prevalence of undernourishment (percent) (3-year average),2015,7.1
France,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2015,7.1
Spain,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015,7.1
Ecuador,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016,7.1
Indonesia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2016,7.1
Lao People's Democratic Republic,Prevalence of undernourishment (percent) (3-year average),2016,7.1
Tajikistan,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016,7.1
France,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,7.1
Philippines,Prevalence of undernourishment (percent) (3-year average),2017,7.1
New Caledonia,Prevalence of undernourishment (percent) (3-year average),2018,7.1
Russian Federation,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,7.1
Tajikistan,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018,7.1
Lebanon,Prevalence of undernourishment (percent) (3-year average),2019,7.1
Mauritania,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019,7.1
Tajikistan,Prevalence of severe food insecurity in the total population (percent) (3-year average),2019,7.1
Antigua and Barbuda,Prevalence of severe food insecurity in the total population (percent) (3-year average),2020,7.1
Egypt,Prevalence of severe food insecurity in the total population (percent) (3-year average),2020,7.1
Thailand,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,7.1
Antigua and Barbuda,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,7.1
Burkina Faso,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,7.1
El Salvador,Prevalence of undernourishment (percent) (3-year average),2021,7.1
Iran (Islamic Republic of),Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,7.1
Mali,Prevalence of undernourishment (percent) (3-year average),2021,7.1
Peru,Prevalence of undernourishment (percent) (3-year average),2021,7.1
Spain,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,7.1
Thailand,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,7.1
Antigua and Barbuda,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,7.1
Croatia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,7.1
Denmark,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,7.1
Norway,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,7.1
Paraguay,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,7.1
Romania,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,7.1
Dominican Republic,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,7.2
Türkiye,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,7.2
Fiji,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,7.2
Jordan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,7.2
Brazil,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,7.2
Mali,Percentage of children under 5 years affected by wasting (percent),2020,7.2
Brazil,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2021,7.2
Madagascar,Percentage of children under 5 years affected by wasting (percent),2021,7.2
Samoa,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2021,7.2
