Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item_Code,Item,Year Code,Year Range,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,682,Saudi Arabia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,5.10,X,Figure from international organizations,This estimate has been adjusted because the original estimate did not cover the full age range or the data source was only representative of rural areas.
FS,Suite of Food Security Indicators,682,Saudi Arabia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,12.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,686,Senegal,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,8.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,686,Senegal,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,18.00,X,Figure from international organizations,
FS,Suite of Food Security Indicators,688,Serbia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,2.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,688,Serbia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,5.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,690,Seychelles,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,690,Seychelles,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,7.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,694,Sierra Leone,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,5.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,694,Sierra Leone,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,28.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,702,Singapore,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,702,Singapore,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,3.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,703,Slovakia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,703,Slovakia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,705,Slovenia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,705,Slovenia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,090,Solomon Islands,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,090,Solomon Islands,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,30.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,706,Somalia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,706,Somalia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,20.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,710,South Africa,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,710,South Africa,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,22.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,728,South Sudan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,728,South Sudan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,29.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,724,Spain,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,724,Spain,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,144,Sri Lanka,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,144,Sri Lanka,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,16.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,729,Sudan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,729,Sudan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,36.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,740,Suriname,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,740,Suriname,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,8.00,X,Figure from international organizations,
FS,Suite of Food Security Indicators,752,Sweden,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,752,Sweden,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,756,Switzerland,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,756,Switzerland,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,760,Syrian Arab Republic,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,760,Syrian Arab Republic,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,27.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,762,Tajikistan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,762,Tajikistan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,15.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,764,Thailand,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,7.70,X,Figure from international organizations,
FS,Suite of Food Security Indicators,764,Thailand,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,12.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,626,Timor-Leste,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,626,Timor-Leste,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,46.70,X,Figure from international organizations,
FS,Suite of Food Security Indicators,768,Togo,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,768,Togo,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,24.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,772,Tokelau,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
